customer_id,tenure_months,plan,city,monthly_usage,has_addon,support_tickets
153,42,standard,city_05,,True,0
154,8,standard,city_08,127.5,True,4
155,14,basic,city_02,135.3,True,0
156,64,basic,city_00,180.7,False,0
157,1,premium,city_15,92.8,False,0
158,9,premium,city_07,231.7,False,0
159,43,premium,city_09,122.3,False,0
160,47,premium,city_10,163.7,False,7
161,31,standard,city_12,144.2,True,2
162,,standard,city_03,135.6,False,2
163,6,basic,city_04,,True,0
164,13,standard,city_19,148.8,True,0
165,9,basic,city_13,172.9,False,2
166,,premium,city_05,108.3,True,7
167,12,premium,city_18,139.6,False,0
168,17,basic,city_04,85.0,False,0
169,24,premium,city_15,77.8,True,7
170,36,basic,city_06,139.4,False,0
171,7,premium,city_11,136.6,False,0
172,59,basic,city_03,,True,0
173,10,basic,city_14,17.8,False,0
174,30,basic,city_10,124.6,False,5
175,50,standard,city_04,152.8,False,3
176,59,standard,city_05,122.1,False,1
177,63,basic,city_18,88.4,False,3
178,20,premium,city_00,108.2,False,6
179,31,premium,city_02,126.7,True,0
180,4,standard,city_14,132.5,False,0
181,1,premium,city_02,29.2,False,5
182,47,basic,city_03,82.7,True,0
183,9,premium,city_06,153.8,True,7
184,45,standard,city_15,35.4,False,1
185,9,basic,city_14,119.2,True,0
186,10,basic,city_05,108.7,False,0
187,3,standard,city_13,188.6,True,0
188,3,standard,city_06,204.2,True,2
189,59,standard,city_18,155.1,True,4
190,22,premium,city_05,111.2,True,8
191,,standard,city_17,84.2,True,0
192,64,basic,city_14,143.6,False,1
193,57,standard,city_03,108.5,False,3
194,8,premium,city_06,92.4,False,0
195,12,premium,city_12,104.0,True,0
196,8,premium,city_11,62.9,False,0
197,45,standard,city_14,162.8,True,0
198,54,standard,city_09,157.4,False,3
199,49,basic,city_00,182.2,False,4
200,39,premium,city_09,,True,0
201,61,basic,city_09,122.7,False,0
202,4,basic,city_08,0.6,False,0
203,61,premium,city_03,125.2,False,0
204,21,premium,city_01,,True,0
205,46,basic,city_09,159.8,False,0
206,,basic,city_19,120.9,False,2
207,67,standard,city_11,63.6,False,0
208,28,basic,city_16,125.2,True,0
209,17,basic,city_15,148.6,False,0
210,67,standard,city_05,117.3,True,0
211,30,standard,city_04,,True,0
212,15,basic,city_00,,True,0
213,,standard,city_03,45.2,False,0
214,13,basic,city_19,146.8,True,4
215,,premium,city_18,213.0,True,0
216,28,premium,city_06,146.9,True,8
217,41,basic,city_14,113.8,True,0
218,37,premium,city_01,165.6,False,0
219,57,basic,city_17,145.9,False,0
220,9,standard,city_11,190.6,False,3
221,22,basic,city_11,268.3,True,0
222,16,basic,city_13,114.4,False,1
223,19,standard,city_03,84.1,True,0
224,18,basic,city_03,113.5,False,2
225,67,standard,city_14,35.5,True,0
226,,standard,city_17,13.6,True,2
227,23,premium,city_09,87.9,True,0
228,63,basic,city_18,90.0,False,0
229,51,standard,city_15,61.1,False,4
230,4,premium,city_10,,False,0
231,31,premium,city_09,152.4,True,7
232,50,standard,city_18,162.6,True,0
233,44,basic,city_19,150.0,False,0
234,10,premium,city_06,116.7,False,4
235,39,standard,city_17,133.7,False,0
236,59,premium,city_17,123.7,True,0
237,60,standard,city_17,127.9,False,4
238,53,standard,city_02,62.0,False,3
239,40,standard,city_15,55.1,False,0
240,35,basic,city_00,115.7,True,2
241,9,standard,city_11,201.1,True,0
242,31,basic,city_18,109.8,False,0
243,41,standard,city_18,15.9,False,2
244,53,standard,city_18,172.2,True,0
245,36,basic,city_11,139.1,False,1
246,31,standard,city_17,71.9,False,3
247,33,standard,city_02,162.6,True,0
248,57,premium,city_10,,False,8
249,71,premium,city_10,67.3,False,7
250,17,premium,city_13,,False,9
251,,basic,city_14,81.9,True,0
252,55,premium,city_08,187.0,True,7
253,,standard,city_06,211.4,False,0
254,34,basic,city_19,87.6,False,0
255,51,premium,city_06,,False,5
256,49,standard,city_12,108.6,True,0
257,44,standard,city_04,98.9,True,0
258,15,standard,city_01,172.4,False,2
259,41,premium,city_15,112.9,True,0
260,57,basic,city_06,139.3,True,0
261,15,standard,city_01,146.1,False,0
262,64,basic,city_04,134.2,False,0
263,35,premium,city_18,134.0,True,0
264,24,standard,city_02,121.3,True,2
265,11,standard,city_15,172.8,False,4
266,,basic,city_01,131.7,True,3
267,27,basic,city_12,85.2,False,0
268,16,standard,city_15,143.2,False,5
269,55,basic,city_13,50.3,False,4
270,20,standard,city_16,,False,0
271,39,basic,city_04,80.1,False,4
272,13,standard,city_18,136.2,True,3
273,41,premium,city_14,81.1,False,5
274,62,standard,city_12,199.4,False,0
275,51,standard,city_02,34.2,True,0
276,25,basic,city_06,95.0,True,0
277,25,basic,city_09,123.0,False,0
278,20,premium,city_14,169.5,False,0
279,51,basic,city_10,108.6,True,0
280,54,standard,city_18,72.9,False,0
281,63,basic,city_01,87.6,True,0
282,54,standard,city_03,13.6,False,0
283,25,standard,city_11,123.5,False,0
284,44,premium,city_14,145.5,False,3
285,,standard,city_09,,True,0
286,34,standard,city_05,160.6,True,4
287,72,standard,city_04,199.4,True,4
288,72,basic,city_16,170.0,True,4
289,18,basic,city_06,159.0,False,4
290,54,standard,city_07,163.6,False,2
291,57,basic,city_00,181.4,True,0
292,22,standard,city_01,110.3,True,1
293,71,standard,city_10,127.7,False,0
294,19,premium,city_12,91.2,False,6
295,71,standard,city_16,130.1,False,3
296,15,premium,city_01,139.0,False,0
297,58,standard,city_18,90.7,True,0
298,69,premium,city_07,98.3,True,6
299,58,basic,city_11,149.7,False,0
300,34,premium,city_15,,False,5
301,72,standard,city_03,5.5,False,0
302,67,basic,city_03,,False,0
303,54,basic,city_09,219.8,False,0
304,16,premium,city_11,132.4,False,0
305,49,standard,city_19,125.6,True,4
306,53,standard,city_07,153.2,True,0
307,72,premium,city_03,96.0,True,0
308,7,premium,city_16,139.0,True,0
309,3,standard,city_06,167.5,True,2
310,44,standard,city_05,43.3,False,0
311,70,basic,city_09,165.4,True,0
312,53,premium,city_05,,True,0
313,41,basic,city_13,161.5,False,0
314,7,basic,city_07,120.8,False,0
315,,basic,city_10,,False,0
316,30,basic,city_08,63.6,True,0
317,39,premium,city_13,100.1,False,0
318,19,standard,city_17,,False,2
319,35,premium,city_08,112.8,False,5
320,,premium,city_16,,False,5
321,23,standard,city_17,109.6,False,2
322,16,standard,city_12,139.8,True,4
323,46,basic,city_02,82.6,False,3
324,1,basic,city_12,147.8,False,0
325,,basic,city_18,143.3,True,2
326,69,premium,city_08,80.7,True,5
327,36,standard,city_17,35.5,False,0
328,4,premium,city_07,166.8,True,8
329,43,premium,city_07,113.5,True,6
330,39,premium,city_13,182.0,True,0
331,53,basic,city_19,147.2,True,0
332,13,standard,city_00,,True,0
333,25,premium,city_04,131.4,False,0
334,24,basic,city_04,124.6,False,0
335,46,standard,city_18,104.8,True,0
336,48,basic,city_16,62.0,True,0
337,7,standard,city_11,85.0,True,4
338,43,premium,city_18,180.6,False,0
339,6,standard,city_07,105.7,True,3
340,49,basic,city_12,174.8,False,0
341,19,standard,city_14,244.9,True,6
342,26,basic,city_05,174.5,True,4
343,22,premium,city_19,,False,6
344,25,premium,city_09,129.9,True,5
345,67,standard,city_05,81.1,False,2
346,5,basic,city_07,159.0,True,0
347,21,standard,city_08,89.7,True,0
348,46,basic,city_18,172.1,False,0
349,64,standard,city_08,133.8,False,0
350,10,standard,city_02,105.3,True,4
351,39,premium,city_08,171.1,True,4
352,66,basic,city_12,130.1,True,0
353,60,premium,city_14,191.4,False,7
354,54,standard,city_12,,False,0
355,18,basic,city_10,51.3,False,3
356,58,premium,city_09,137.6,True,0
357,24,basic,city_02,131.7,False,0
358,9,standard,city_01,,False,4
359,27,basic,city_06,124.9,False,0
360,40,premium,city_06,51.6,False,0
361,52,premium,city_07,118.9,False,4
362,32,basic,city_19,114.8,True,3
363,9,premium,city_06,70.5,False,0
364,48,basic,city_03,41.8,False,0
365,60,basic,city_02,117.8,False,0
366,51,basic,city_00,119.7,True,0
367,9,basic,city_17,190.7,True,5
368,22,basic,city_00,108.6,False,0
369,69,basic,city_14,96.7,True,1
370,1,basic,city_12,,False,4
371,13,premium,city_05,17.1,True,0
372,42,premium,city_06,45.6,False,9
373,9,basic,city_13,45.9,False,1
374,33,basic,city_19,91.4,False,1
375,62,basic,city_10,176.7,True,2
376,16,standard,city_07,114.3,True,0
377,20,standard,city_06,44.5,True,0
378,57,premium,city_10,146.1,True,0
379,37,basic,city_07,149.4,False,0
380,32,premium,city_07,85.7,False,0
381,63,basic,city_06,92.3,True,3
382,11,standard,city_14,92.9,True,0
383,58,premium,city_06,186.7,False,9
384,39,premium,city_17,161.6,False,0
385,72,premium,city_15,179.4,True,0
386,25,basic,city_00,167.0,False,0
387,48,standard,city_15,64.3,False,3
388,56,standard,city_11,68.0,False,2
389,4,premium,city_04,116.9,False,6
390,25,standard,city_05,136.5,False,0
391,40,premium,city_13,89.9,True,0
392,19,standard,city_06,161.0,False,0
393,13,basic,city_13,100.7,False,3
394,58,premium,city_06,126.2,True,8
395,13,basic,city_01,134.4,False,3
396,35,standard,city_15,122.7,False,0
397,31,standard,city_12,58.8,False,1
398,18,basic,city_19,159.7,True,0
399,61,premium,city_13,158.6,True,0
400,42,basic,city_11,203.3,False,3
401,13,premium,city_12,35.1,False,3
402,58,basic,city_15,102.6,True,0
403,14,standard,city_00,91.5,True,3
404,18,premium,city_15,178.2,True,3
405,12,standard,city_18,,True,3
406,50,standard,city_10,130.7,True,0
407,51,basic,city_17,40.3,False,0
408,29,standard,city_14,142.1,True,0
409,16,standard,city_18,149.4,False,4
410,29,premium,city_01,188.9,False,10
411,71,standard,city_03,83.9,True,0
412,7,premium,city_09,94.0,True,0
413,27,basic,city_06,127.1,True,0
414,19,standard,city_13,108.3,True,0
415,7,basic,city_16,95.3,False,0
416,52,basic,city_01,153.2,False,1
417,49,standard,city_14,150.7,False,0
418,66,basic,city_00,6.3,False,0
419,24,standard,city_15,51.0,False,0
420,69,basic,city_12,123.5,False,0
421,16,basic,city_03,111.7,True,4
422,12,premium,city_08,127.1,True,0
423,55,premium,city_00,110.3,True,0
424,38,premium,city_17,64.5,False,0
425,69,premium,city_06,140.0,True,7
426,21,standard,city_14,149.9,False,3
427,66,premium,city_05,137.2,False,7
428,29,standard,city_00,222.4,True,0
429,23,premium,city_09,192.4,False,0
430,37,premium,city_08,45.2,True,0
431,,premium,city_19,60.1,False,0
432,66,premium,city_04,106.3,False,0
433,32,premium,city_19,99.1,False,4
434,41,basic,city_02,,True,0
435,,standard,city_00,135.5,False,2
436,25,premium,city_00,104.4,False,0
437,68,premium,city_19,51.7,True,3
438,15,standard,city_07,163.1,True,0
439,1,premium,city_18,43.5,False,0
440,66,basic,city_14,188.2,True,0
441,46,basic,city_00,65.4,False,5
442,16,standard,city_00,156.8,True,0
443,24,premium,city_08,,True,8
444,62,premium,city_08,158.3,False,6
445,31,basic,city_10,155.4,False,4
446,32,standard,city_03,215.0,True,4
447,20,basic,city_03,11.1,True,0
448,19,standard,city_00,105.4,True,0
449,30,basic,city_10,106.9,False,0
450,39,basic,city_08,49.5,False,0
451,1,basic,city_10,201.4,True,0
452,56,basic,city_08,160.5,False,0
453,17,standard,city_11,106.4,False,2
454,16,basic,city_18,211.6,True,0
455,70,premium,city_10,101.5,False,4
456,16,standard,city_02,65.5,True,0
457,38,basic,city_18,125.9,True,1
458,50,premium,city_12,90.9,True,0
459,2,premium,city_14,140.9,False,0
460,71,basic,city_05,129.1,False,0
461,18,standard,city_01,174.8,True,3
462,34,premium,city_04,68.1,False,5
463,33,premium,city_19,153.7,True,7
464,25,premium,city_15,146.6,False,0
465,51,premium,city_19,,True,0
466,52,basic,city_16,168.8,True,3
467,19,premium,city_19,176.9,True,5
468,35,premium,city_17,180.1,True,0
469,54,basic,city_00,178.7,True,0
470,37,basic,city_12,92.4,True,0
471,37,standard,city_02,54.3,False,0
472,6,premium,city_04,,True,5
473,20,premium,city_04,169.8,False,0
474,62,basic,city_03,19.4,False,0
475,50,standard,city_10,66.4,False,0
476,43,basic,city_07,77.8,False,0
477,54,premium,city_18,158.1,True,5
478,71,standard,city_07,127.8,True,0
479,4,premium,city_13,151.1,False,0
480,62,premium,city_05,,True,0
481,54,basic,city_05,128.1,False,3
482,20,basic,city_01,98.0,True,0
483,59,premium,city_08,103.1,False,6
484,60,standard,city_10,93.7,False,0
485,25,standard,city_03,82.4,True,0
486,4,basic,city_09,131.1,True,0
487,71,basic,city_01,138.2,True,0
488,62,basic,city_01,77.4,True,2
489,,standard,city_13,219.1,True,0
490,49,standard,city_18,128.4,True,0
491,12,premium,city_07,110.9,True,3
492,56,basic,city_12,130.5,True,3
493,12,standard,city_03,273.1,False,0
494,36,premium,city_11,109.5,False,0
495,57,premium,city_04,133.8,True,8
496,6,premium,city_01,118.1,True,0
497,52,basic,city_07,86.3,False,2
498,14,standard,city_13,132.5,False,0
499,61,basic,city_08,158.2,False,0
500,28,standard,city_18,179.8,False,0
501,61,basic,city_01,131.9,True,3
502,58,standard,city_16,141.3,True,4
503,21,premium,city_13,,False,2
504,19,standard,city_10,210.1,False,0
505,17,premium,city_14,198.0,True,0
506,70,basic,city_19,90.1,True,2
507,64,premium,city_14,149.0,False,0
508,67,standard,city_03,164.6,False,0
509,,standard,city_13,97.7,False,2
510,53,basic,city_15,120.0,True,1
511,61,basic,city_11,57.1,False,0
512,,basic,city_11,130.8,False,3
513,20,standard,city_16,67.5,False,0
514,31,premium,city_12,142.8,True,4
515,34,premium,city_05,180.6,False,0
516,20,basic,city_19,,True,0
517,59,premium,city_11,22.3,True,0
518,,basic,city_12,128.4,False,0
519,14,basic,city_14,54.5,True,0
520,,basic,city_15,175.7,True,0
521,,standard,city_02,37.7,True,2
522,23,premium,city_18,60.0,True,5
523,15,basic,city_00,55.1,False,0
524,17,standard,city_08,9.4,False,2
525,33,basic,city_06,132.9,False,3
526,35,standard,city_19,154.5,True,0
527,9,standard,city_05,147.7,True,2
528,42,standard,city_05,109.1,False,0
529,41,premium,city_00,133.6,False,0
530,30,premium,city_02,74.0,True,0
531,10,premium,city_13,160.2,False,0
532,64,standard,city_01,167.0,True,0
533,31,premium,city_00,117.1,False,0
534,1,standard,city_09,199.8,True,3
535,52,basic,city_17,,False,0
536,,standard,city_03,,True,0
537,14,standard,city_13,31.6,True,0
538,48,premium,city_00,202.9,False,8
539,53,premium,city_14,83.6,True,0
540,63,standard,city_10,127.3,True,0
541,72,basic,city_06,68.9,True,0
542,28,standard,city_12,128.0,True,1
543,17,basic,city_11,139.6,False,3
544,14,basic,city_14,173.0,True,0
545,61,premium,city_16,67.8,False,0
546,46,standard,city_06,151.1,False,0
547,49,premium,city_13,163.1,True,0
548,68,premium,city_15,98.5,True,8
549,35,standard,city_06,117.5,True,3
550,62,premium,city_09,,True,0
551,59,basic,city_00,,False,0
552,10,basic,city_00,21.2,True,0
553,3,premium,city_09,53.8,True,0
554,13,basic,city_09,133.5,False,5
555,62,basic,city_08,81.6,True,0
556,19,standard,city_15,178.0,False,0
557,49,premium,city_03,,False,5
558,44,premium,city_03,74.7,False,0
559,19,standard,city_04,140.1,False,4
560,7,standard,city_09,161.9,True,0
561,65,premium,city_17,121.3,True,7
562,39,premium,city_09,142.3,False,8
563,41,premium,city_11,162.7,False,0
564,60,basic,city_17,195.7,True,3
565,51,basic,city_12,132.7,True,0
566,7,basic,city_01,103.4,True,0
567,62,premium,city_10,250.6,True,0
568,7,premium,city_06,62.5,False,0
569,20,standard,city_09,114.1,True,3
570,14,standard,city_00,144.2,True,5
571,16,standard,city_04,77.7,True,0
572,22,premium,city_17,135.8,False,8
573,57,basic,city_11,169.0,True,0
574,21,standard,city_16,152.8,False,2
575,18,standard,city_09,78.1,False,0
576,61,premium,city_05,28.5,False,0
577,45,premium,city_19,,False,0
578,30,basic,city_03,52.1,False,1
579,50,standard,city_02,120.2,True,2
580,58,standard,city_04,178.6,True,0
581,29,basic,city_05,115.9,False,1
582,1,standard,city_13,38.2,False,0
583,68,standard,city_06,82.6,True,0
584,72,basic,city_02,61.5,True,0
585,,basic,city_15,143.6,True,0
586,38,standard,city_12,115.1,True,1
587,15,premium,city_15,103.8,False,7
588,5,standard,city_02,177.8,True,5
589,30,basic,city_01,101.2,True,0
590,49,premium,city_04,77.1,True,0
591,48,standard,city_06,,False,0
592,,basic,city_13,118.5,True,3
593,45,premium,city_07,25.8,False,0
594,10,basic,city_08,148.3,False,3
595,41,premium,city_17,108.5,True,0
596,63,standard,city_02,127.0,True,0
597,19,basic,city_07,143.4,False,6
598,36,premium,city_12,30.4,False,0
599,56,premium,city_01,122.6,False,0
600,44,standard,city_18,122.2,False,0
601,69,standard,city_13,130.4,False,0
602,31,basic,city_00,106.9,False,0
603,44,premium,city_12,186.9,True,8
604,72,basic,city_13,219.3,False,4
605,7,basic,city_03,158.3,True,0
606,41,basic,city_17,116.8,False,2
607,65,standard,city_03,104.4,True,0
608,54,basic,city_13,,False,3
609,38,basic,city_18,102.4,True,0
610,66,premium,city_11,160.8,True,2
611,61,premium,city_16,103.8,False,0
612,32,standard,city_07,157.6,True,0
613,31,standard,city_13,1.9,False,0
614,47,premium,city_15,81.2,False,0
615,69,basic,city_13,89.8,True,3
616,26,basic,city_14,142.7,False,3
617,66,premium,city_12,122.2,False,0
618,38,basic,city_10,196.9,True,5
619,18,premium,city_05,,True,0
620,59,standard,city_10,70.3,False,3
621,55,standard,city_10,140.2,False,0
622,27,standard,city_16,103.6,False,0
623,36,standard,city_14,211.1,True,2
624,,basic,city_19,213.4,True,0
625,27,standard,city_18,54.4,False,2
626,57,standard,city_15,112.6,False,3
627,36,standard,city_16,209.7,True,3
628,5,premium,city_00,121.5,True,6
629,23,basic,city_13,179.8,False,2
630,63,standard,city_12,74.0,False,0
631,37,standard,city_14,87.5,False,0
632,41,premium,city_03,93.9,True,6
633,51,standard,city_13,,False,0
634,29,standard,city_01,103.4,True,0
635,,basic,city_19,,True,4
636,,standard,city_17,128.4,False,3
637,3,premium,city_03,144.9,False,6
638,65,premium,city_13,193.5,True,0
639,40,standard,city_13,129.4,True,0
640,61,standard,city_09,91.2,False,0
641,69,premium,city_07,133.7,False,0
642,48,premium,city_03,63.5,True,0
643,14,premium,city_09,137.5,False,0
644,72,basic,city_06,154.5,True,0
645,67,premium,city_18,80.8,True,0
646,44,basic,city_01,94.8,False,4
647,60,premium,city_15,172.3,True,8
648,71,standard,city_12,142.5,False,3
649,48,premium,city_19,121.3,False,0
650,18,basic,city_16,108.9,False,0
651,1,standard,city_06,70.2,True,4
652,29,standard,city_00,152.4,False,0
653,52,standard,city_17,104.2,True,0
654,36,basic,city_08,98.4,False,0
655,36,premium,city_19,,False,0
656,28,basic,city_19,136.4,True,0
657,66,standard,city_13,141.5,False,0
658,72,standard,city_12,130.5,False,0
659,28,basic,city_08,50.4,True,1
660,,basic,city_00,179.0,False,3
661,57,standard,city_16,54.0,True,0
662,,standard,city_16,174.2,True,3
663,61,premium,city_14,90.9,False,0
664,70,basic,city_01,77.7,True,3
665,41,basic,city_17,165.3,False,3
666,47,premium,city_00,162.6,True,0
667,35,basic,city_05,103.3,False,0
668,53,basic,city_00,98.4,True,0
669,60,basic,city_03,173.5,True,0
670,3,basic,city_00,128.8,True,1
671,49,premium,city_09,162.7,True,0
672,25,standard,city_06,136.6,False,0
673,45,premium,city_16,153.7,False,5
674,35,basic,city_16,125.1,False,0
675,24,standard,city_04,85.6,False,0
676,5,standard,city_03,57.6,True,0
677,13,basic,city_11,54.0,False,0
678,57,premium,city_14,62.3,False,0
679,44,standard,city_12,81.6,False,0
680,65,basic,city_13,88.1,False,0
681,39,premium,city_16,136.0,True,7
682,40,basic,city_05,122.6,True,4
683,28,standard,city_12,150.2,False,3
684,55,premium,city_12,79.4,True,0
685,48,standard,city_10,111.2,True,2
686,44,standard,city_05,87.1,False,4
687,11,standard,city_03,136.6,False,5
688,7,standard,city_13,116.5,False,0
689,69,standard,city_03,183.7,True,3
690,59,standard,city_01,,False,0
691,,standard,city_13,122.8,False,5
692,15,standard,city_01,75.7,True,0
693,64,standard,city_08,111.2,False,1
694,10,standard,city_11,179.9,True,0
695,39,standard,city_12,134.7,True,0
696,11,standard,city_03,135.9,False,2
697,24,standard,city_16,63.7,True,3
698,35,standard,city_19,,True,0
699,9,premium,city_09,58.2,False,0
700,50,standard,city_17,160.9,False,4
701,11,premium,city_15,123.2,False,0
702,39,standard,city_10,71.8,True,4
703,63,basic,city_12,135.2,True,0
704,51,basic,city_06,178.5,True,2
705,47,premium,city_03,117.1,False,0
706,52,standard,city_14,96.9,True,4
707,50,premium,city_13,219.7,False,0
708,18,premium,city_19,101.6,False,5
709,48,premium,city_07,119.6,True,0
710,17,standard,city_02,144.2,False,0
711,31,basic,city_14,,True,1
712,53,premium,city_15,,False,2
713,66,premium,city_14,106.9,False,5
714,10,standard,city_15,121.2,False,0
715,34,premium,city_08,44.3,True,8
716,17,basic,city_19,108.4,True,0
717,2,standard,city_11,162.8,False,0
718,20,premium,city_16,102.9,False,7
719,64,standard,city_18,160.1,True,2
720,43,premium,city_02,104.5,True,6
721,12,premium,city_06,233.9,True,10
722,28,premium,city_15,118.1,False,5
723,66,standard,city_09,125.9,False,4
724,41,premium,city_15,91.8,False,7
725,27,premium,city_04,120.7,False,0
726,21,premium,city_05,95.2,False,6
727,51,standard,city_00,168.2,False,0
728,18,standard,city_08,189.7,True,4
729,57,standard,city_03,128.6,True,0
730,61,basic,city_12,82.5,False,0
731,8,basic,city_01,28.9,False,0
732,15,standard,city_04,132.9,False,2
733,72,premium,city_09,108.0,True,0
734,41,standard,city_14,119.5,False,0
735,34,standard,city_19,88.7,True,0
736,,basic,city_16,246.4,False,0
737,65,standard,city_17,170.3,False,0
738,10,premium,city_02,,True,4
739,44,standard,city_16,107.4,False,4
740,29,premium,city_10,55.8,True,5
741,70,standard,city_02,106.8,False,2
742,46,basic,city_04,197.7,True,5
743,16,basic,city_05,44.8,True,0
744,46,premium,city_10,93.4,True,7
